Date,Signal,Next Day Open,Close,Cash,Stocks,Equity,Buy & Hold
2020-01-02,0,92.6155,94.2515,100.0,0.0,100.0,100.0
2020-01-03,0,92.4223,92.5379,100.0,0.0,100.0,98.18188569943183
2020-01-07,0,92.365,92.3845,100.0,0.0,100.0,98.01912966902384
2020-01-08,0,92.4806,91.4214,100.0,0.0,100.0,96.99728916781166
2020-01-09,0,93.3854,93.2893,100.0,0.0,100.0,98.9791143907524
2020-01-10,0,95.3107,95.3107,100.0,0.0,100.0,101.12380174320833
2020-01-13,0,96.3699,96.2738,100.0,0.0,100.0,102.14564224442051
2020-01-14,0,95.7922,96.0806,100.0,0.0,100.0,101.94065876935646
2020-01-15,0,95.1184,95.0796,100.0,0.0,100.0,100.87860670652456
2020-01-16,0,96.2738,95.7922,100.0,0.0,100.0,101.63466894426084
2020-01-17,0,97.3786,97.233,100.0,0.0,100.0,103.16334488045284
2020-01-20,0,95.9466,96.6602,100.0,0.0,100.0,102.55560919454864
2020-01-21,0,93.9631,94.1175,100.0,0.0,100.0,99.85782719638415
2020-01-22,0,92.7117,93.3854,100.0,0.0,100.0,99.08107563274856
2020-01-23,0,93.4049,92.7689,100.0,0.0,100.0,98.42697463700844
2020-01-24,0,92.7689,93.732,100.0,0.0,100.0,99.44881513822061
2020-01-27,0,90.1117,89.6883,100.0,0.0,100.0,95.15848554134418
2020-01-28,0,90.7282,90.2087,100.0,0.0,100.0,95.71062529508814
2020-01-29,0,88.2447,90.5932,100.0,0.0,100.0,96.11857636217991
2020-01-30,0,89.534,89.0534,100.0,0.0,100.0,94.48486230988367
2020-01-31,0,88.3796,87.8019,100.0,0.0,100.0,93.15703198357586
2020-02-03,0,90.1699,89.1495,100.0,0.0,100.0,94.58682355187982
2020-02-04,0,93.3854,92.8466,100.0,0.0,100.0,98.50941364328419
2020-02-05,0,94.9262,94.4252,100.0,0.0,100.0,100.18429414916474
2020-02-06,0,93.0,94.0592,100.0,0.0,100.0,99.79597141690054
2020-02-07,0,91.3252,91.2097,100.0,0.0,100.0,96.77267735792003
2020-02-10,0,89.7466,88.7252,100.0,0.0,100.0,94.136645040132
2020-02-11,0,90.4971,90.6893,100.0,0.0,100.0,96.22053760417607
2020-02-12,0,91.8835,93.1932,100.0,0.0,100.0,98.87715314875626
2020-02-13,0,91.4602,91.1515,100.0,0.0,100.0,96.7109276775436
2020-02-14,0,91.3641,90.401,100.0,0.0,100.0,95.91465387818762
2020-02-17,0,90.8631,91.999,100.0,0.0,100.0,97.6101176108603
2020-02-18,0,90.5165,89.9194,100.0,0.0,100.0,95.40368057802793
2020-02-19,0,90.3243,90.2272,100.0,0.0,100.0,95.73025362991571
2020-02-20,0,87.1272,88.8223,100.0,0.0,100.0,94.2396672731999
2020-02-21,0,85.7602,87.4932,100.0,0.0,100.0,92.82950403972352
2020-02-24,0,81.7553,81.7553,100.0,0.0,100.0,86.74164336907106
2020-02-25,0,80.1961,80.8893,100.0,0.0,100.0,85.82282510092679
2020-02-26,0,78.4825,79.0214,100.0,0.0,100.0,83.84099987798604
2020-02-27,0,71.0495,73.7262,100.0,0.0,100.0,78.22283995480178
2020-02-28,0,71.2427,67.9117,100.0,0.0,100.0,72.0537073680525
2020-03-02,0,72.2049,70.2796,100.0,0.0,100.0,74.56602812687332
2020-03-03,0,74.3806,74.9204,100.0,0.0,100.0,79.48987549269773
2020-03-04,0,74.265,72.7825,100.0,0.0,100.0,77.22158268038174
2020-03-05,0,69.0476,70.3951,100.0,0.0,100.0,74.68857259566161
2020-03-06,0,60.633,67.3534,100.0,0.0,100.0,71.46135605268881
2020-03-09,0,61.2689,59.8825,100.0,0.0,100.0,63.53479785467606
2020-03-10,0,60.3631,59.8825,100.0,0.0,100.0,63.53479785467606
2020-03-11,0,53.0466,56.6087,100.0,0.0,100.0,60.06132528394774
2020-03-12,0,50.832,47.5592,100.0,0.0,100.0,50.45988658005443
2020-03-13,0,50.5437,50.5243,100.0,0.0,100.0,53.60583120693039
2020-03-16,0,51.0252,49.6194,100.0,0.0,100.0,52.64574038609465
2020-03-17,0,50.0621,52.9505,100.0,0.0,100.0,56.180007745234825
2020-03-18,0,51.0252,50.6981,100.0,0.0,100.0,53.7902314552023
2020-03-19,0,57.2825,54.3563,100.0,0.0,100.0,57.671548993915216
2020-03-20,0,54.3175,55.7621,100.0,0.0,100.0,59.16309024259561
2020-03-23,0,55.8388,52.6039,100.0,0.0,100.0,55.812268239762766
2020-03-24,0,58.7272,56.2621,100.0,0.0,100.0,59.69358577847567
2020-03-25,0,54.8951,56.7631,100.0,0.0,100.0,60.225142305427504
2020-03-26,0,57.6291,57.1476,100.0,0.0,100.0,60.63309337251927
2020-03-27,0,56.6854,55.935,100.0,0.0,100.0,59.34653559890294
2020-03-30,0,56.5126,55.2612,100.0,0.0,100.0,58.63163981475096
2020-03-31,0,56.801,57.5913,100.0,0.0,100.0,61.10385511105924
2020-04-01,0,56.7049,56.532,100.0,0.0,100.0,59.979947268743736
2020-04-02,0,56.7631,56.7631,100.0,0.0,100.0,60.225142305427504
2020-04-03,0,58.3417,57.032,100.0,0.0,100.0,60.5104428046238
2020-04-06,0,65.2932,62.5777,100.0,0.0,100.0,66.39438099128397
2020-04-07,0,66.5825,66.4291,100.0,0.0,100.0,70.48068200506094
2020-04-08,0,66.4291,64.9845,100.0,0.0,100.0,68.94797430279624
2020-04-09,0,70.0874,66.7563,100.0,0.0,100.0,70.82783828374085
2020-04-14,0,73.168,72.167,100.0,0.0,100.0,76.56854267571339
2020-04-15,0,68.3544,67.6417,100.0,0.0,100.0,71.76723977867726
