Date,Signal,Next Day Open,Close,Cash,Stocks,Equity,Buy & Hold
2020-01-02,0,93.4412,93.4865,100.0,0.0,100.0,99.99999999999999
2020-01-03,0,92.9833,93.3034,100.0,0.0,100.0,99.80414284415394
2020-01-07,0,92.2034,92.1581,100.0,0.0,100.0,98.579046172442
2020-01-08,0,91.8371,90.756,100.0,0.0,100.0,97.07925743289137
2020-01-09,0,94.1701,94.1701,100.0,0.0,100.0,100.73122857310948
2020-01-10,0,96.1906,96.1906,100.0,0.0,100.0,102.89250319564856
2020-01-13,0,97.9751,97.6068,100.0,0.0,100.0,104.40737432677444
2020-01-14,0,96.1434,96.2378,100.0,0.0,100.0,102.942991768865
2020-01-15,0,94.2173,93.9435,100.0,0.0,100.0,100.48884063474404
2020-01-16,0,93.7622,94.1323,100.0,0.0,100.0,100.69079492760986
2020-01-17,0,94.5855,94.8593,100.0,0.0,100.0,101.4684473159226
2020-01-20,0,93.0286,93.2118,100.0,0.0,100.0,99.70616078257287
2020-01-21,0,93.258,92.4791,100.0,0.0,100.0,98.92241125724034
2020-01-22,0,92.5244,92.4791,100.0,0.0,100.0,98.92241125724034
2020-01-23,0,92.4791,92.4791,100.0,0.0,100.0,98.92241125724034
2020-01-24,0,91.6539,92.1118,100.0,0.0,100.0,98.52952030507078
2020-01-27,0,89.5456,89.3256,100.0,0.0,100.0,95.54919694287408
2020-01-28,0,90.0045,90.0045,100.0,0.0,100.0,96.27539805212515
2020-01-29,0,90.554,91.1224,100.0,0.0,100.0,97.4711856792157
2020-01-30,0,91.5435,90.5719,100.0,0.0,100.0,96.88233060388397
2020-01-31,0,90.1877,90.7192,100.0,0.0,100.0,97.03989346055312
2020-02-03,0,92.7076,91.7918,100.0,0.0,100.0,98.1872248934338
2020-02-04,0,89.2529,88.9593,100.0,0.0,100.0,95.15737566386589
2020-02-05,0,91.4708,90.7372,100.0,0.0,100.0,97.0591475774577
2020-02-06,0,91.5435,92.3413,100.0,0.0,100.0,98.77501029560416
2020-02-07,0,93.258,93.258,100.0,0.0,100.0,99.75557968262795
2020-02-10,0,92.8908,92.4329,100.0,0.0,100.0,98.87299235718525
2020-02-11,0,93.9435,93.8075,100.0,0.0,100.0,100.34336508479832
