Date,Signal,Next Day Open,Close,Cash,Stocks,Equity,Buy & Hold
2020-01-02,0,77.2759,77.6863,100.0,0.0,100.0,100.0
2020-01-03,0,76.7225,76.5784,100.0,0.0,100.0,98.57387982179613
2020-01-07,0,73.274,73.524,100.0,0.0,100.0,94.6421698549165
2020-01-08,0,73.8818,72.8446,100.0,0.0,100.0,93.76762698184879
2020-01-09,0,75.9353,75.6318,100.0,0.0,100.0,97.35538956032144
2020-01-10,0,76.8112,76.3284,100.0,0.0,100.0,98.2520727592896
2020-01-13,0,76.8465,77.1156,100.0,0.0,100.0,99.26537883771012
2020-01-14,0,75.9534,76.275,100.0,0.0,100.0,98.18333477073821
2020-01-15,0,76.3103,76.0078,100.0,0.0,100.0,97.83938738233125
2020-01-16,0,75.9353,76.4544,100.0,0.0,100.0,98.4142635187929
2020-01-17,0,76.6147,77.0431,100.0,0.0,100.0,99.17205478958323
2020-01-20,0,76.5078,76.5965,100.0,0.0,100.0,98.5971786531216
2020-01-21,0,76.5784,75.8818,100.0,0.0,100.0,97.67719662282796
2020-01-22,0,75.8465,75.9353,100.0,0.0,100.0,97.74606333420435
2020-01-23,0,76.7044,76.3647,100.0,0.0,100.0,98.29879914476555
2020-01-24,0,75.7568,76.4009,100.0,0.0,100.0,98.34539680741648
2020-01-27,0,74.149,73.773,100.0,0.0,100.0,94.96268968917299
2020-01-28,0,73.1671,72.9161,100.0,0.0,100.0,93.85966380172566
2020-01-29,0,67.896,70.8255,100.0,0.0,100.0,91.16858442222117
2020-01-30,0,67.896,67.896,100.0,0.0,100.0,87.39764926376981
2020-01-31,0,67.4304,67.5916,100.0,0.0,100.0,87.00581698446186
2020-02-03,0,65.7157,65.2147,100.0,0.0,100.0,83.9462041569749
2020-02-04,0,66.5554,66.5019,100.0,0.0,100.0,85.60312436040847
2020-02-05,0,68.6813,68.4495,100.0,0.0,100.0,88.11013010015922
2020-02-06,0,66.0191,66.0191,100.0,0.0,100.0,84.98165056129587
2020-02-07,0,66.2338,66.7882,100.0,0.0,100.0,85.97165780839093
2020-02-10,0,64.7691,64.8225,100.0,0.0,100.0,83.44135323731469
2020-02-11,0,66.1088,66.001,100.0,0.0,100.0,84.95835172997042
2020-02-12,0,66.4666,66.5019,100.0,0.0,100.0,85.60312436040847
2020-02-13,0,67.0019,66.6269,100.0,0.0,100.0,85.76402789166173
2020-02-14,0,68.5926,67.896,100.0,0.0,100.0,87.39764926376981
2020-02-17,0,67.0019,67.7166,100.0,0.0,100.0,87.16672051571513
2020-02-18,0,67.4495,67.4495,100.0,0.0,100.0,86.82290185013316
2020-02-19,0,65.6622,65.6078,100.0,0.0,100.0,84.45221358206015
2020-02-20,0,64.8044,65.1078,100.0,0.0,100.0,83.80859945704712
2020-02-21,0,64.4112,65.4838,100.0,0.0,100.0,84.29259727905692
2020-02-24,0,62.3568,62.3568,100.0,0.0,100.0,80.26743454122541
2020-02-25,0,60.998,61.0343,100.0,0.0,100.0,78.56507518056594
2020-02-26,0,59.1049,59.498,100.0,0.0,100.0,76.58750642005089
2020-02-27,0,53.1544,54.4054,100.0,0.0,100.0,70.03216783396815
2020-02-28,0,54.9416,52.3863,100.0,0.0,100.0,67.43312527434051
2020-03-02,0,55.2098,54.1019,100.0,0.0,100.0,69.64149406008524
2020-03-03,0,55.3892,55.6201,100.0,0.0,100.0,71.59576398927481
2020-03-04,0,53.9598,52.7441,100.0,0.0,100.0,67.89369554219985
2020-03-05,0,50.2603,50.7965,100.0,0.0,100.0,65.38668980244908
2020-03-06,0,44.6686,48.5446,100.0,0.0,100.0,62.487980506215386
2020-03-09,0,49.9034,48.4559,100.0,0.0,100.0,62.37380336043807
2020-03-10,0,46.2049,45.9367,100.0,0.0,100.0,59.13101795297241
2020-03-11,0,39.7191,41.514,100.0,0.0,100.0,53.43799357158212
2020-03-12,0,39.6647,38.8078,100.0,0.0,100.0,49.95449648136158
