Date,Signal,Next Day Open,Close,Cash,Stocks,Equity,Buy & Hold
2020-01-02,0,304.29,305.27,100.0,0.0,100.0,99.99999999999999
2020-01-03,0,300.944,301.538,100.0,0.0,100.0,98.77747567726931
2020-01-07,0,295.827,297.599,100.0,0.0,100.0,97.48714252956398
2020-01-08,0,296.816,291.105,100.0,0.0,100.0,95.3598453827759
2020-01-09,0,296.025,296.816,100.0,0.0,100.0,97.23064827857306
2020-01-10,0,293.075,295.827,100.0,0.0,100.0,96.90667278147214
2020-01-13,0,294.065,297.599,100.0,0.0,100.0,97.48714252956398
2020-01-14,0,292.293,291.303,100.0,0.0,100.0,95.42470599796901
2020-01-15,0,290.125,288.749,100.0,0.0,100.0,94.58806957775084
2020-01-16,0,293.075,296.619,100.0,0.0,100.0,97.16611524224457
2020-01-17,0,298.974,301.538,100.0,0.0,100.0,98.77747567726931
2020-01-20,0,291.105,290.521,100.0,0.0,100.0,95.1685393258427
2020-01-21,0,288.551,285.007,100.0,0.0,100.0,93.36226946637403
2020-01-22,0,286.977,282.057,100.0,0.0,100.0,92.39591181576965
2020-01-23,0,284.225,284.225,100.0,0.0,100.0,93.10610279424772
2020-01-24,0,283.245,287.175,100.0,0.0,100.0,94.0724604448521
2020-01-27,0,273.406,272.822,100.0,0.0,100.0,89.37072100108101
2020-01-28,0,282.255,277.148,100.0,0.0,100.0,90.78782716939104
2020-01-29,0,287.769,287.769,100.0,0.0,100.0,94.26704229043142
2020-01-30,0,284.225,281.671,100.0,0.0,100.0,92.26946637402955
2020-01-31,0,280.879,281.671,100.0,0.0,100.0,92.26946637402955
2020-02-03,0,289.541,288.155,100.0,0.0,100.0,94.39348773217151
2020-02-04,0,300.746,298.974,100.0,0.0,100.0,97.93756346840502
2020-02-05,0,303.696,302.32,100.0,0.0,100.0,99.03364234939562
2020-02-06,0,302.32,305.468,100.0,0.0,100.0,100.06486061519311
2020-02-07,0,309.21,309.794,100.0,0.0,100.0,101.48196678350313
2020-02-10,0,304.874,308.022,100.0,0.0,100.0,100.90149703541127
2020-02-11,0,302.914,304.874,100.0,0.0,100.0,99.87027876961379
2020-02-12,0,301.538,301.924,100.0,0.0,100.0,98.9039211190094
2020-02-13,0,304.874,301.142,100.0,0.0,100.0,98.64775444688308
2020-02-14,0,303.894,300.35,100.0,0.0,100.0,98.38831198611066
2020-02-17,0,297.994,301.34,100.0,0.0,100.0,98.71261506207618
2020-02-18,0,296.223,295.827,100.0,0.0,100.0,96.90667278147214
2020-02-19,0,294.253,296.816,100.0,0.0,100.0,97.23064827857306
2020-02-20,0,296.816,295.441,100.0,0.0,100.0,96.78022733973204
2020-02-21,0,290.125,292.095,100.0,0.0,100.0,95.68414845874145
2020-02-24,0,281.275,281.275,100.0,0.0,100.0,92.13974514364332
2020-02-25,0,274.386,270.456,100.0,0.0,100.0,88.59566940740984
2020-02-26,0,266.13,270.456,100.0,0.0,100.0,88.59566940740984
2020-02-27,0,252.361,260.626,100.0,0.0,100.0,85.37556916827725
2020-02-28,0,256.103,246.659,100.0,0.0,100.0,80.80027516624627
2020-03-02,0,255.707,255.707,100.0,0.0,100.0,83.76420873325253
2020-03-03,0,263.576,267.704,100.0,0.0,100.0,87.69417237199856
2020-03-04,0,265.536,269.476,100.0,0.0,100.0,88.2746421200904
2020-03-05,0,257.083,262.388,100.0,0.0,100.0,85.95276312772299
2020-03-06,0,236.622,248.035,100.0,0.0,100.0,81.25102368395191
